congress,congress_year,majority_requirement,modify_date,question,session,vote_date,vote_document_text,vote_number,vote_question_text,vote_result,vote_result_text,vote_title,absent,amendment_number,amendment_purpose,amendment_to_amendment_number,amendment_to_document_number,amendment_to_document_short_title,by_whom,document_congress,document_name,document_number,document_short_title,document_title,document_type,nays,present,tie_breaker_vote,yeas,first_name,last_name,lis_member_id,member_full,party,state,vote_cast
109,2005,1/2,January 8  2010   08:53 AM,On the Amendment,1,March 3  2005   03:27 PM,To discourage predatory lending practices.,22,On the Amendment S.Amdt. 38 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (40-58),Durbin Amdt. No. 38,2,S.Amdt. 38,To discourage predatory lending practices.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,109,-,-,-,-,-,58,-,-,40,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,January 8  2010   08:45 AM,On the Amendment,1,March 3  2005   05:33 PM,To limit the exemption for asset protection trusts.,23,On the Amendment S.Amdt. 42 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (39-56),Schumer Amdt. No. 42,5,S.Amdt. 42,To limit the exemption for asset protection trusts.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,109,-,-,-,-,-,56,-,-,39,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,January 8  2010   08:49 AM,On the Amendment,1,March 3  2005   06:10 PM,To amend the wage priority provision and to amend the payment of insurance benefits to retirees.,24,On the Amendment S.Amdt. 24 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (40-54),Rockefeller Amdt. No. 24,6,S.Amdt. 24,To amend the wage priority provision and to amend the payment of insurance benefits to retirees.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,109,-,-,-,-,-,54,-,-,40,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,January 8  2010   08:51 AM,On the Amendment,1,March 3  2005   06:28 PM,To protect employees and retirees from corporate practices that deprive them of their earnings and retirement savings when a business files for bankruptcy.,25,On the Amendment S.Amdt. 49 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (40-54),Durbin Amdt. No. 49,6,S.Amdt. 49,To protect employees and retirees from corporate practices that deprive them of their earnings and retirement savings when a business files for bankruptcy.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,109,-,-,-,-,-,54,-,-,40,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 7  2005   05:37 PM,To amend the Fair Labor Standards Act of 1938 to provide for an increase in the Federal minimum wage.,26,On the Amendment S.Amdt. 44 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (46-49),Kennedy Amdt. No. 44,5,S.Amdt. 44,To amend the Fair Labor Standards Act of 1938 to provide for an increase in the Federal minimum wage.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,49,-,-,46,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 7  2005   06:06 PM,To promote job creation  family time  and small business preservation in the adjustment of the Federal minimum wage.,27,On the Amendment S.Amdt. 128 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (38-61),Santorum Amdt. No. 128,1,S.Amdt. 128,To promote job creation  family time  and small business preservation in the adjustment of the Federal minimum wage.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,61,-,-,38,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Amendment,1,March 8  2005   12:16 PM,To prohibit the discharge  in bankruptcy  of a debt resulting from the debtor's unlawful interference with the provision of lawful goods or services or damage to property used to provide lawful goods or services.,28,On the Amendment S.Amdt. 47 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (46-53),Schumer Amdt. No. 47.,1,S.Amdt. 47,To prohibit the discharge  in bankruptcy  of a debt resulting from the debtor's unlawful interference with the provision of lawful goods or services or damage to property used to provide lawful goods or services.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,53,-,-,46,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,3/5,-,On the Cloture Motion,1,March 8  2005   02:16 PM,A bill to amend title 11 of the United States Code  and for other purposes.,29,On the Cloture Motion S. 256,Cloture Motion Agreed to,Cloture Motion Agreed to (69-31  3/5 majority required),Motion To Invoke Cloture On Bill S. 256,-,-,No Statement of Purpose on File.,-,-,-,-,-,S. 256,256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,A bill to amend title 11 of the United States Code  and for other purposes.,S.,31,-,-,69,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,January 8  2010   08:55 AM,On the Amendment,1,March 8  2005   05:48 PM,To strike certain small business related bankruptcy provisions in the bill.,30,On the Amendment S.Amdt. 89 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (41-59),Feingold Amdt No. 89 ,-,S.Amdt. 89,To strike certain small business related bankruptcy provisions in the bill.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,109,-,-,-,-,-,59,-,-,41,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 9  2005   11:29 AM,To clarify that the means test does not apply to debtors below median income.,31,On the Amendment S.Amdt. 110 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (42-58),Durbin Amdt. No. 110,-,S.Amdt. 110,To clarify that the means test does not apply to debtors below median income.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,58,-,-,42,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 9  2005   12:04 PM,To increase the accrual period for the employee wage priority in bankruptcy.,32,On the Amendment S.Amdt. 66 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (48-52),Harkin Amdt. No. 66,-,S.Amdt. 66,To increase the accrual period for the employee wage priority in bankruptcy.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,52,-,-,48,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 9  2005   12:24 PM,To provide for the potential disallowance of certain claims.,33,On the Amendment S.Amdt. 62 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (40-60),Boxer Amdt. No. 62,-,S.Amdt. 62,To provide for the potential disallowance of certain claims.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,60,-,-,40,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 9  2005   02:49 PM,To modify the bill to protect families  and for other purposes.,34,On the Amendment S.Amdt. 67 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (42-58),Dodd Amdt. No. 67,-,S.Amdt. 67,To modify the bill to protect families  and for other purposes.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,58,-,-,42,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 9  2005   03:19 PM,To provide a maximum amount for a homestead exemption under State law.,35,On the Amendment S.Amdt. 68 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (47-53),Kennedy Amdt. No. 68,-,S.Amdt. 68,To provide a maximum amount for a homestead exemption under State law.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,53,-,-,47,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 10  2005   11:17 AM,To exempt debtors whose financial problems were caused by failure to receive alimony or child support  or both  from means testing.,36,On the Amendment S.Amdt. 70 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (41-58),Kennedy Amdt. No. 70,1,S.Amdt. 70,To exempt debtors whose financial problems were caused by failure to receive alimony or child support  or both  from means testing.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,58,-,-,41,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 10  2005   11:45 AM,To amend the definition of current monthly income.,37,On the Amendment S.Amdt. 69 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (41-58),Kennedy Amdt. No. 69,1,S.Amdt. 69,To amend the definition of current monthly income.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,58,-,-,41,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 10  2005   12:07 PM,To limit claims in bankruptcy by certain unsecured creditors.,38,On the Amendment S.Amdt. 105 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (38-61),Akaka Amdt. No. 105,1,S.Amdt. 105,To limit claims in bankruptcy by certain unsecured creditors.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,61,-,-,38,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 10  2005   02:01 PM,To modify the definition of disinterested person in the Bankruptcy Code.,39,On the Amendment S.Amdt. 83 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (44-55),Leahy Amdt. No. 83,1,S.Amdt. 83,To modify the definition of disinterested person in the Bankruptcy Code.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,55,-,-,44,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 10  2005   02:33 PM,To protect disabled veterans from means testing in bankruptcy under certain circumstances.,40,On the Amendment S.Amdt. 112 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Agreed to,Amendment Agreed to (99-0),Durbin Amdt. No. 112,1,S.Amdt. 112,To protect disabled veterans from means testing in bankruptcy under certain circumstances.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,0,-,-,99,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 10  2005   02:57 PM,To limit the exemption for asset protection trusts.,41,On the Amendment S.Amdt. 129 to S.Amdt. 121 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Rejected,Amendment Rejected (43-56),Schumer Amdt. No. 129,1,S.Amdt. 129,To limit the exemption for asset protection trusts.,S.Amdt. 121,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,56,-,-,43,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 10  2005   03:18 PM,To deter corporate fraud and prevent the abuse of State self-settled trust law.,42,On the Amendment S.Amdt. 121 to S. 256 (Bankruptcy Abuse Prevention and Consumer Protection Act of 2005),Amendment Agreed to,Amendment Agreed to (73-26),Talent Amdt. No. 121,1,S.Amdt. 121,To deter corporate fraud and prevent the abuse of State self-settled trust law.,-,S. 256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,-,-,-,-,-,-,-,26,-,-,73,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On Passage of the Bill,1,March 10  2005   04:31 PM,A bill to amend the Carl D. Perkins Vocational and Technical Education Act of 1998 to improve the Act.,43,On Passage of the Bill S. 250,Bill Passed,Bill Passed (99-0),S. 250 As Amended,1,-,No Statement of Purpose on File.,-,-,-,-,-,S. 250,250,Carl D. Perkins Career and Technical Education Improvement Act of 2005,A bill to amend the Carl D. Perkins Vocational and Technical Education Act of 1998 to improve the Act.,S.,0,-,-,99,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On Passage of the Bill,1,March 10  2005   06:12 PM,A bill to amend title 11 of the United States Code  and for other purposes.,44,On Passage of the Bill S. 256,Bill Passed,Bill Passed (74-25),S. 256 As Amended,1,-,No Statement of Purpose on File.,-,-,-,-,-,S. 256,256,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,A bill to amend title 11 of the United States Code  and for other purposes.,S.,25,-,-,74,Ron,Wyden,S247,Wyden (D-OR),D,OR,Nay
109,2005,1/2,-,On the Amendment,1,March 14  2005   05:30 PM,To restore funding for education programs that are cut and reduce debt by closing corporate tax loopholes.,45,On the Amendment S.Amdt. 143 to S.Con.Res. 18 (No short title on file),Amendment Rejected,Amendment Rejected (44-49),Bingaman Amdt. No. 143,7,S.Amdt. 143,To restore funding for education programs that are cut and reduce debt by closing corporate tax loopholes.,-,S.Con.Res. 18,No short title on file,-,-,-,-,-,-,-,49,-,-,44,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 15  2005   03:00 PM,To express the sense of the Senate regarding the urgent need for legislation to ensure the long-term viability of the Social Security program.,46,On the Amendment S.Amdt. 152 to S.Con.Res. 18 (No short title on file),Amendment Agreed to,Amendment Agreed to (100-0),Graham Amdt. No. 152 As Modified,-,S.Amdt. 152,To express the sense of the Senate regarding the urgent need for legislation to ensure the long-term viability of the Social Security program.,-,S.Con.Res. 18,No short title on file,-,-,-,-,-,-,-,0,-,-,100,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
109,2005,1/2,-,On the Amendment,1,March 15  2005   03:29 PM,To ensure that 75-year solvency has been restored to Social Security before Congress considers new deficit-financed legislation that would increase mandatory spending or cut taxes.,47,On the Amendment S.Amdt. 144 to S.Con.Res. 18 (No short title on file),Amendment Rejected,Amendment Rejected (45-55),Conrad Amdt. No. 144,-,S.Amdt. 144,To ensure that 75-year solvency has been restored to Social Security before Congress considers new deficit-financed legislation that would increase mandatory spending or cut taxes.,-,S.Con.Res. 18,No short title on file,-,-,-,-,-,-,-,55,-,-,45,Ron,Wyden,S247,Wyden (D-OR),D,OR,Yea
